unique_id,journal_name,special_issue,key_topics
2012-2424-rethinking-empathy,Rethinking Empathy: What Literature Can Teach Us About Feeling With Others,False,"empathy, literature, violence, narrative structures, affective empathy, cognitive empathy, physical empathy, psychology, neurobiology"
2012-2423-queer-instruments,Queer Instruments: Local Practices and Global Queernesses,False,"queer, performance, drag, community, race, ethnicity, class, femininities, masculinities, trans performance, the resistant body, HIV, AIDS, normative queer theatre"
2012-2419-joss-special,Journal of Speech Sciences (JoSS),True,"speech, language, linguistic communication processes, experimental aspects, pathological topics, interdisciplinary nature, speech production, perception, phonetic, phonological theories, experimental prosody research, Corpora building"
2012-2406-cfp-conrad,Critical Insights,False,Joseph Conrad
2012-2400-call-for,International Journal of Advanced Research in Computer Science and Electronics Engineering,False,"computer science, Electronics & Communication Engineering"
2012-2394-call-for,International Journal of Advanced Research in Computer Engineering & Technology,False,"computer science, computer Engineering"
2012-2378-revised-call,Post Script: Essays in Film and the Humanities,True,"Native American filmmakers, Indigenous filmmakers, Native perspective on film, North America film"
2012-2376-call-for,International Journal of Engineering Sciences and Emerging Technologies,False,"Engineering Sciences, Emerging Technologies"
2012-2370-ongoing-x,the quint: an interdisciplinary quarterly from the north,False,"academic articles, poetry, fiction, reviews, art, humanities, social sciences"
2012-2367-cfp-simulated,Red Feather Journal,False,"simulated children, simulated childhoods, mechanized children, visual culture"
2012-2354-this-rough,This Rough Magic,False,"Authorship, Genre Issues, Narrative Structure, Poetry, Drama, Epic, Nation/Empire/Class, Economics, History, Religion, Superstition, Philosophy and Rhetoric, Race/Ethnicity, Multi-Culturalism, Gender, Sexuality, Art"
2012-2352-cfp-for,Dibrugarh University Journal of English Studies,False,"Literature in English, English translations, literary criticism and theory, issues in research and research methodology, linguistics, ELT"
2012-2328-special-issue,Merwin Studies,True,"W. S. Merwin, poetry, poetics, ecological vision"
2012-2312-warscapes-an,Warscapes,False,"current conflicts, fiction, non-fiction, poetry, interviews, book reviews, film reviews, photo-essays, retrospectives of war literature"
2012-2315-call-for,International Journal of Research in Computer Science (IJORCS),False,Computer Science
2012-2314-the-social,Synæsthesia,True,"feminine identities, masculine identities, transgendered identities, consumption and pleasure, advertising and sexuality, local or global impacts of objectification, constructed beauty, pop culture, aesthetics, gender socialization, hyper-sexualisation, resistive readings of texts, female body, consumer/material cultures"
2012-2302-poetry-games,Comparative Literature Studies,True,"project-oriented poetics, procedural poetics, games, constraint, chance, generative processes, performative projects, collaborative writing, hoaxes, project-based compositional practices"
2012-2290-essays-for,Changing English: Studies in Culture and Education,False,"English language, literacy teaching, literature teaching, culture, English as a subject"
2012-2288-sargasso-journal,SARGASSO,True,"agency, intervention, literature, linguistics, performance/drama, ethnomusicology, anthropology, social sciences, postcolonial studies"
2012-2285-apollon-ejournal,Apollon,False,"humanities, undergraduate research"
2012-2282-update-sf,SF Storyworlds,False,"science fiction studies, literature, film, TV, radio, graphic novels, video games"
2012-2279-the-refractory,The Refractory,True,"Digital Cartography, Screening Spaces, cinematic space, spatial dynamics, Viral Cultures, Flash mobs, Guerrilla films, New Media, Apps, Online Content, Public Screens, Public Art"
2012-2275-call-for,Persian Studies journal,False,"Persian Literature, classical literature, modern literature"
2012-2270-cfp-from,Higher Education of Social Science (HESS),False,"higher education, social science"
2012-2268-interstitial-journal,Interstitial: A Journal of Modern Culture and Events,False,"modern culture, modern events, political theory, philosophy, literary studies, law, sociology, cultural studies, media archaeology, literary criticism, speculative philosophy, critical theory, game studies, film studies, posthumanism, new historicism, post-colonialism, political aesthetics"
2012-2265-call-for,Computer Science Journals (CSC Journals),False,"engineering science, technology, CSE"
2012-2262-invisible-culture,InVisible Culture,False,"blindness, new media, sensorial authenticity, media decay, rejuvenation, glitches, augmented vision technologies"
2012-2254-call-for,International Journal of Engineering (IJE),False,"Aerospace Engineering, Fluid Engineering, Agricultural Engineering, Geotechnical Engineering, Biomedical Engineering, Industrial Engineering, Chemical Engineering, Manufacturing Engineering, Civil & Structural Engineering, Materials & Technology Engineering"
2012-2249-international-journal,International Journal of Biometrics and Bioinformatics (IJBB),False,"Bio-grid, Data visualization, Bio-ontology and data mining, DNA assembly, clustering, and mapping, Bioinformatics databases, E-health, Fuzzy logic, Neural networks, Gene expression and microarrays"
2012-2248-international-journal,International Journal of Computer Science and Security (IJCSS),False,"Computer Science, Computer Security, Cryptography, Communications and data security, Databases, Electronic commerce, Multimedia, Bioinformatics"
2012-2247-journal-of,International Journal of Image Processing (IJIP),False,"Image processing, Active vision and robotic systems, Image representation, Architecture of imaging and vision systems, Image sensing, Autonomous vehicles, Imaging systems and image scanning"
2012-2230-call-for,The Reception of Herodotus in Antiquity and Beyond,False,"historical thought, methods, ethnography, geography, narrative techniques, language and style, Greco-Persian Wars, imperialism, nationality, travel writing, religion, mythology, scholarly approaches, educational approaches, polemic and emulation, translation"
2012-2217-must-love,Journal of Popular Romance Studies,True,"animals in popular romance, folk tale, fiction, film, TV, music video"
2012-2215-50-shades,Journal of Popular Romance Studies,True,"erotic popular romance fiction, BDSM, publishing history, e-books, fan fiction, censorship"
2012-2214-update-georgette,Journal of Popular Romance Studies,True,"Georgette Heyer, romance novel, middlebrow, popular novelist, paratextual issues, contextual issues, covers and marketing, publication history, reception, legacy"
2012-2213-transnational-cinemas,Transnational Cinemas,True,"borderscapes, archipelagos of exception, cinematic imaginary, migration, journeying, border-crossing, film production, film distribution"
2012-2204-romantic-love,Journal of Popular Romance Studies,True,"romantic love, Latin American popular culture, film, fiction, poetry, popular music, TV"
2012-2197-special-issue,South Asian Diaspora,True,"South Asian diasporic experience, migrant experiences, marginalized South Asian diasporic experiences"
2012-2203-interviews-with,Post Script: Essays in Film and the Humanities,True,"Native American film, Indigenous film, North American film"
2012-2187-cfp-forum,Forum: Postgraduate Journal of Culture & the Arts,True,"Imitation, Repetition, Nostalgia, Viral, Citation, Intertextuality, Cross-media adaptations, Cross-Cultural Adaptations, Recycling of Images in Post-Modernism, Visual culture, Literary Culture, Media-Cycles, Audio Looping, Visual Looping, Tradition, History, Political Legitimacy, Cultural Legitimacy, Reproduction, Work of Art, Innovation in Labour, Capitalism, Trauma, Compulsion, Ancient World, Medieval Europe, Early Modern Period"
2012-2186-june28-2012,IJNI,False,"science, technology, management"
2012-2162-update-on,Concentric: Literary and Cultural Studies,True,"documentary, non-fiction media, Asia Pacific region, Political conditions, economic conditions, production technologies, distribution technologies, moving images, globalization, neo-liberalism, family histories, religious conflict, role of the state, contemporary culture, contemporary politics"
2012-2159-volume-on,Revista Alicantina de Estudios Ingleses (RAEI),True,"Global Shakespeare, Shakespeare’s Afterlife, Shakespeare and the Human Body, Shakespeare in the World: Translations and Adaptations, Shakespeare and Popular Culture, Shakespeare in Performance, Textual Shakespeare, Shakespeare’s Poems and Sonnets, Green Shakespeare, Shakespeare and the Visual Media"
2012-2141-journal-of,"COMUNICACIÓN, CULTURA Y POLÍTICA",False,"communication, culture, politics, organizations"
2012-2139-journal-of,Journal of the Midwest Modern Language Association,False,"Play, language, literature, drama, film, popular culture, drama, performance studies, satire, parody, linguistic play, game theory, innovative pedagogies, scholarship as play, hoaxes, cons, queerings, subjectivity, identity performance, sport, transgressions, boundary-crossings, mindgames"
2012-2137-feminists-interrogate,Feminist Formations,True,"states of emergency, economic scarcity, morality under siege, sexual violence, national security, gender, sexuality, race, war, institutions, law, literature, popular culture, natural disasters, state and intimate violence, citizenship, immigration, environment, population, health, economic instabilities"
2012-2123-siegelmcdaniel-award,Philip Roth Studies,False,"Philip Roth, American literature"
2012-2122-call-for,"NEW ACADEMIA - INTERACTIONS FORUM'S INTERNATIONAL JOURNAL OF ENGLISH LANGUAGE, LITERATURE AND LITERARY THEORY",False,"Literature, English language, Literary theory"
2012-2117-melancholy-minds,International Journal of Literature and Psychology,True,"melancholy, pain, emotions, literature, psychology"
2012-2112-special-issue,Interdisciplinary Humanities,True,"pride, humility, hubris, narcissism, esteem, vulnerability, egolessness, openness"
2012-2077-challenging-the,"Affinities: A Journal of Radical Theory, Culture, and Action",True,"non-State actors, political violence, terrorism"
2012-2072-katherine-mansfield,Katherine Mansfield Studies,True,"colonial modernism, postcolonial modernism, diasporic modernism, indigenous belonging, travel, transportation, movement, distancing self, exile's return, legacy, race, ethnicity, identity, white settler ambivalence, roots/routes, cosmopolitanism"
2012-2057-polari-journal,Polari Journal,False,"queer writing, short stories, poetry, essays, scholarly papers, one act plays/scripts, reviews"
2012-2035-cfp-literature,Literature Interpretation Theory,True,"literature, photography, realism, reality effects, visual innovation, poetic vision, non-fiction prose"
2012-2032-call-for,Studies in the Humanities,True,"globalism from below, global resistance movements, economic globalization, global peace, social justice movements, cultural global resistance movements, media, literary-cultural, creative output"
2012-2021-cfp-journal,Sesión no numerada,True,"film, television series, humanities, literature, philosophy, history, audiovisual fiction"
2012-2029-teaching-american,Teaching American Literature: A Journal of Theory and Practice,False,"teaching American literature, lesser known American authors, technology in the American lit classroom"
2012-2048-modern-language,Modern Language Studies,False,"reviews, primary sources, scholarly editions, contemporary literature, art, film, comic books, visual and popular culture, pedagogical works, hypertext publications"
2012-2008-rattle-journal,Rattle,False,"Art, Writing, Essays, Artworks, Fiction, Poetry"
2012-2006-invitation-to,Literature and Theology,True,"Cognitive Science, Literature, Religion, Prayer, Ritual, Faith, Mysticism, Myth-making, Belief, Neurotheology, Theory of Mind, God-images, Acting, Dramaturgy, Performance, Evolutionary Psychology, Neurophilosophy, Cognitive Anthropology"
2012-1984-luvah-volume,Luvah,False,"Religion, Philosophy, Politics, Late-Capitalism, Critical Texts, Translations, Creative Writing, Poetry"
2012-1974-casca-journal,CASCA,False,"Humanities, Social Sciences, Arts, Research Papers, Essays, Book Reviews, Exhibitions, Performing Arts"
2012-1957-quarterly-review,Quarterly Review of Film and Video,False,"Film, Video, Moving Image Studies, Newly Developing Technologies, Film History, Production, Reception, Criticism, Video Games, Video Installations, Postmodern Examinations of Images, Popular Culture, Video Arts"
2012-1955-call-for,Studies in American Culture,False,"American Culture, Literature, Language, Visual Arts, History of the United States"
2012-1947-international-journal,International Journal of Advanced Research in Computer Science and Electronics Engineering,False,"computer science engineering, information technology, electronics communication, electrical engineering, mechanical engineering, civil engineering"
2012-1946-call-for,International Journal of Advanced Research in Computer Engineering & Technology,False,"accessible computing, algorithms and computation theory, artificial intelligence and soft computing, bioinformatics and biosciences, computer architecture, computer graphics and animation, computer science / information technology education, cryptography and information security, data communication and computer networks, data mining and knowledge management process, database management systems, design automation, digital signal and image processing, electronic commerce, embedded systems, genetic and evolutionary computation, health informatics, high performance computing, information retrieval, internet engineering & web services, management information systems, measurement and evaluation, microarchitecture, multimedia and applications, operating systems, programming languages, security, privacy and trust management, simulation and modeling, software engineering, ubiquitous computing, wireless and mobile networks"
2012-1942-words-beats,Words. Beats. Life: The Global Journal of Hip-Hop Culture,False,"hip-hop theory, hip-hop practice"
2012-1919-journal-the,The Shakespeare Institute Review,False,"death, mortality, religion, Shakespeare, early modern period"
2012-1912-review-americana,Review Americana: A Creative Writing Journal,False,"poetry, fiction, nonfiction, drama, screenplay"
2012-1911-americana-deadline,Americana: The Journal of American Popular Culture (1900 to present),False,"American Studies, popular culture"
2012-1899-useful-media,The Velvet Light Trap,False,"educational media, industrial media, institutional film, video, television, audio, new media"
2012-1895-space-deadline,Iowa Journal of Cultural Studies,True,"Technoscientific spaces, Virtual spaces, Fictional spaces, Geopolitical spaces, Urban spaces, Architectural space, Philosophical spaces, Psychological spaces, Sacred spaces, Affective spaces, Public and private spaces"
2012-1894-call-for,International Journal of Advanced Research in Computer Science and Electronics Engineering,False,"Computer Science Engineering, Information Technology, Electronics Communication, Electrical Engineering, Mechanical Engineering, Civil Engineering"
2012-1892-update-call,Writing Commons,True,"Introduction to New Media Writing, Fan Fiction, Identifying an Argument, Writing in Narrative Style, Various Articles on Historiography"
2012-1891-call-for,International Journal of Advanced Research in Computer Engineering & Technology,False,"Accessible Computing, Algorithms and Computation Theory, Artificial Intelligence and Soft Computing, Bioinformatics and Biosciences, Computer Architecture, Computer Graphics and Animation, Computer Science / Information Technology Education, Cryptography and Information security, Data Communication and Computer Networks, Data Mining and Knowledge Management Process, Database Management Systems, Design Automation, Digital Signal and Image Processing, Electronic Commerce, Embedded Systems, Genetic and Evolutionary Computation, Health Informatics, High Performance Computing, Information Retrieval, Internet Engineering & Web services, Management Information Systems, Measurement and Evaluation, Microarchitecture, Multimedia and Applications, Operating Systems, Programming Languages, Security, Privacy and Trust Management, Simulation and Modeling, Software Engineering, Ubiquitous computing, Wireless and Mobile networks"
2012-1868-sic-a,"[sic] – a Journal of Literature, Culture and Literary Translation",True,"Art, Subversion, literary theory, culture studies, literary translation theory, linguistics, anthropology, history, sociology"
2012-1847-call-for,Presses Universitaires de Rennes,False,"Measure for Measure, Shakespeare"
2012-1845-monsters-and,Monsters and the Monstrous,True,"Twilight Saga, Monstrous Pedagogy, Twilight and Gender and Sexuality Studies, Twilight and Literary Studies, Twilight and Cultural Studies, Twilight and Film Studies, Twilight and Race, Ethnicity, and Idigeneity, Twilight and Disability Studies, Twilight and Religious Studies, Twilight and Psychology, Twilight and Sociology"
2012-1824-exhibitions-and,Dada/Surrealism,True,"Dada, Surrealism, exhibitions, display practices"
2012-1817-preternature-volume,Preternature,True,"witchcraft, cultural, literary, religious, historical, early English witch"
2012-1813-cfpessays-on,Critical Perspectives on Tyler Perry,True,"Christianity, trauma, Madea films, black men in drag, Oprah Winfrey, television networks, Meet the Browns, House of Payne, Black Aesthetics, genre, The Boondocks Pause episode, Black Femininity/Masculinity, stage career, melodrama, For Colored Girls"
2012-1812-those-who,Portsmouth Translation Conference,False,"translation, interpreting, training"
2012-1792-atenea-humanities,Atenea,False,"humanities, social sciences"
2012-1789-reminder-call,Victorian Network,False,"sex, courtship, marriage"
2012-1785-call-for,LIT: Literature Interpretation Theory,True,"literature, photography"
2012-1784-cfp-journal,"Culture, Language and Representation",False,"cultural analysis, representation, communication, artistic manifestations, literature, film, performance, visual arts"
2012-1778-european-studies,"European Studies: History, Society and Culture / Études européens: Histoire, société, culture",False,"European Studies, interdisciplinary research"
2012-1769-call-for,Fat Studies: An Interdisciplinary Journal of Body Weight and Society,True,"Visual Representation, fat people, visual media, social justice"
2012-1762-raptures-path,Open Inquiry Archive,True,"Joseph Campbell, myth"
2012-1758-call-for,Journal of Research Practice,True,research assistantships
2012-1756-cfp-7th,International Workshop on Critical Information Infrastructures Security,False,"Cyber Security, Critical Information Infrastructures"
2012-1737-applied-linguistics,International Journal of Applied Linguistics & English Literature (IJALEL),False,"Applied Linguistics, English Language Teaching, English Literature, ELT Materials Development, Syllabus Design, English Language Testing, Discourse and Interlanguage Pragmatics, CLT and TBLT, ESP and EAP, CALL, Corpus linguistics"
2012-1735-call-for,NTU Studies in Language and Literature,False,"literary texts, theoretical perspectives, interdisciplinary perspectives, comparative perspectives"
2012-1729-call-for,Journal of Literature and Trauma Studies,False,"literature, trauma, memory studies, poetry, memory, trauma"
2012-1685-call-for,Catholic Library World,False,"librarianship, Catholicism, Catholic Studies, libraries"
2012-1683-update-studies,Studies in Eighteenth-Century Culture,False,Eighteenth-Century Studies
2012-1681-cfp-contemporary,Journal of Post-Colonial Cultures and Societies,False,"contemporary English writing in India, cultural problems, social problems, Indian public issues"
2012-1676-caribbean-vistas,Caribbean Vistas,False,"Anglophone literature, Francophone literature, Hispanophone literature, cultures, languages, visual arts, performance arts"
2012-1672-documenting-asiapacific,Concentric: Literary and Cultural Studies,True,"documentary, non-fiction media, Asia Pacific, film"
2012-1667-life-writring,LiNQ,True,"auto/biography, identities, life narrative"
2012-1647-modernist-cultures,Modernist Cultures,True,"comics, modernism, aesthetics, technology, politics, high/low cultural distinctions, spatiality"
2012-1645-submission-invitation,The Brain Sciences Journal,False,"cognition, neuropathology, neuroscience, psychology, mathematics, biology, computation, philosophy"
2012-1637-wsq-engage,WSQ,True,"gender, sexuality, social alliances, political work"
2012-1630-call-for,Politics of Place,True,"space, place, mapping, journeying, discovery, margins of the self and society"
2012-1621-international-journal,International Journal of Biomedical and Clinical Engineering,False,"artificial intelligence in medicine, BioMEMS, Bionics, Biophotonics, Biosensors and applications, Clinical engineering, Diagnostic interpretation and validation, Grid computing and healthcare, Health informatics, Hospital engineering, Medical equipment design, modeling, and applications, Medical ethics, Medical imaging techniques, Medical optics, Medical protocols, Nanotechnology in biomedicine, Network security and its importance in biomedicine, Neuro rehabilitation engineering, Physiological signal monitoring, Robotics, Telemedicine applications, Telepresence surgery, Understanding safety standards for medical equipments"
2012-1597-papers-are,"International Journal of Management, Economics and Social Sciences",False,"management, strategic management, organizational behaviour, organization development and change, innovation management, organizational theories, human resource management, business strategies, management information systems, financial management, marketing management, business policy, economics, economic analysis, econometrics, statistics, organizational politics, social issues, social work, social welfare, women's studies"
2012-1583-call-for,Movie: A Journal of Film Criticism,False,"film criticism, film, television"
2012-1573-journal-of,Journal of American Studies of Turkey,True,"teaching transnational feminism in the US or in an American Studies program, the politics of transnational feminism in American academia, transnational feminist narratives, literature and theory, Is there a transnational feminist ""canon""?, How do US-centric viewpoints exclude other types/definitions of feminism?, American feminism and its impact on other nations, The collaboration between American feminists and non-American feminists, Is ""sisterhood"" still relevant?, American women of color and transnational feminism, Globalization, citizenship, immigration, and mobility, Hybridity, diaspora, and (forced) displacement, The role of men and masculinity studies in transnational feminism, The language of transnational feminism, Feminism as a transnational ""F"" word—the myths of feminism, American feminist activism in transnational issues, American feminist activism in transnational organizations such as the UN and the WHO, The Internet, social media outlets (Facebook/Twitter), and transnational feminist activism, Comparative approaches that include the United States"
2012-1559-polari-journal,Polari Journal,False,"short stories, poetry, essays, scholarly papers, one act plays, scripts, reviews"
2012-1552-apollon-ejournal,Apollon eJournal,False,humanities
2012-1578-transdisciplinary-journal,Trans-Portal,False,"trans-nationalism, trans-culturalism, trans-identity"
2012-1577-call-for,the quint: an interdisciplinary quarterly from the north,False,"academic articles, poetry, fiction, reviews, art"
2012-1541-call-for,International Journal of Research in Computer Science,False,"Ad Hoc networks, Autonomous and context-aware computing, Advanced Computing Architectures, BioInformatics & Biotechnology, Cloud Computing and Applications, Computational intelligence, Computer Architecture and Embedded Systems, Cryptography, Data Base Management, Data Mining Data, Digital signal processing theory, E-Commerce, Fuzzy algorithms & Fuzzy logics, Information Technology, Human Computer Interaction (HCI), Image analysis and processing, Multimedia applications, Neural networks, Information and data security, Knowledge based systems, Medical imagin, Natural Language Processing, Real-time systems, Remote Sensing, Software Engineering, Supply Chain Management, Virtual reality, Wireless technology"
2012-1532-harlem-renaissance,Modernism/Modernity,True,"modernism, modernity, regionalism, nationalism, globalism, migration, urbanism, new genealogies, new geographies, critical race theory, queer theory, gender studies, narrative studies, poetry, poetics, periodical culture, film, visual culture, performing arts, celebrity culture, youth culture, children's literature, anthropology, sociology, psychology, science, pseudoscience, economies of production, consumption"
2012-1529-problems-of,Problems of Management in the 21st Century,False,"management, related areas"
2012-1515-social-justice,Making Connections,False,"cultural diversity, social justice, academic essays, poetry, fiction, creative non-fiction, book reviews, original artworks"
2012-1483-problems-of,Problems of Education in the 21st Century,False,"education, related areas"
2012-1489-a-special,Eighteenth-Century Poetry,True,"Poetry, visual culture, paintings, book illustrations, extra-illustrated editions, illustrated manuscript verse, Royal Academy, engraved portrait illustrations, material culture, engraved illustration, poetry anthologies, illustrative vignettes"
2012-1493-call-for,Label Me Latina/o,False,"Latino literary production, creative literary pieces, interviews of Latino authors"
2012-1467-update-call,Writing Commons,True,"first-year composition, narrative style, academic writing, paraphrase, summarize, historiography, conversation, image analysis, remediation, counterargument, active reading, information literacy, source material, thesis"
2012-1454-call-for,International Journal of Engineering Sciences and Emerging Technologies,False,"engineering sciences, emerging technologies"
2012-1450-synoptique-an,Synoptique: An Online Journal of Film and Moving Image Studies,False,"film, media, visual cultural artifacts"
2012-1446-call-for,A Few Lines Magazine,False,"poetry, flash fiction, fiction, creative non-fiction, literature"
2012-1445-ijeset-june2012,International Journal of Engineering Sciences and Emerging Technologies,False,"engineering sciences, emerging technologies"
2012-1444-sciencefiction-deadline,Excursions,False,"science, humanities, truth, science fiction, fiction as science, science as fiction, two cultures, science wars, experimental in art, impact, pseudoscience, popular science writing, Thomas Kuhn, Karl Popper, Bruno Latour"
2012-1433-call-for,The Postgraduate Journal of Medieval Studies,False,"medieval studies, literature, history, art, archaeology, philosophy, theology"
2012-1419-hemlow-prize,Burney Journal,False,"Frances Burney, Burney Family, life, writings"
2012-1416-update-the,Journal of Learning Design,True,"cross institutional collaboration, pedagogical benefits of cross institutional collaboration, use of social software to facilitate collaboration, implications for the academy, administrative challenges, new ways of working cross culturally"
2012-1414-books-available,The Pennsylvania Literary Journal,False,
2012-1409-special-issue,Mémoires du Livre,True,"reprinting of canonical texts, resurrection of neglected texts in new forms, reinterpretation of texts by later printers and illustrators, history of editions and of interventions by later editors, publication and binding of books published in part or in serial, internal logic of the Sammelband, forgeries and piracies, impact of subsequent changes in typographical or paratextual fashion on a work published in an earlier period, the material forms assumed by a given text and the reception of that text"
2012-1406-research-and,Research and Criticism,True,"Contemporary Literatures of South Asia, literary works of writers from Bangladesh, India, Nepal, Afghanistan, Iran, Maldives, Pakistan, Tibet, Burma, Bhutan and Sri Lanka, works by authors of South Asian origin throughout the world"
2012-1398-international-journal,Journal of Health and Education,False,"education, health"
2012-1378-christmas-in,Journal of Scandinavian Cinema,True,"genre, mythology/religion, emotions/nostalgia, home, family, and togetherness, bad Santas, children, ethnicity/multiculturalism, television"
2012-1369-slovo-vol,Slovo,False,"anthropology, economics, film, geography, history, international studies, linguistics, literature, media, politics, sociology"
2012-1366-journal-of,Journal of Literary Onomastics,False,names in literature
2012-1364-chinese-and,Sun Yat-sen Journal of Humanities,True,"eighteenth-century Chinese literature, Western literature, music, art, eighteenth-century cultural productions, connections and interactions between different disciplines, writers, artists, composers, and parts of the world"
2012-1363-update-deadline,Alphaville: Journal of Film and Screen Media,True,"film, video, digital technologies, image, sound, b&w, colour, language, gender, genre hybridity, amateur, professional, fact, fiction, gallery, cinema, intertextuality, adaptation"
2012-1355-cfp-international,International Journal of Scientific and Statistical Computing (IJSSC),False,"Annals of Statistics, Annotated Bibliography of Articles for the Statist, Bibliography for Computational Probability and Sta, Computational Statistics, Current Index to Statistics, Environment of Statistical Computing, Guide to Statistical Computing, Mathematics of Scientific Computing, Solving Non-Linear Systems, Statistical Computation and Simulation, Statistics and Statistical Graphics, Symbolic computation, Theory and Applications of Statistics and Probability"
2012-1354-cfp-international,International Journal of Ubiquitous Computing (IJUC),False,"Access Control and Access Networks, Ad Hoc Networking, Ambient Intelligence, Automated and Adapted Service, Context Acquisition and Representation, Context Adaptation Design, Context Analysis and Utilization, Context Database, Context Framework and Middleware, Context Management, Context Media Processing, Context-aware Computing, Context-Aware Systems, Contexts & the Context-Aware Life-Cycle, Embedded Software and Intelligence, Everyday UbiCom Applications, Intelligence Service Grid, Intelligent Network, Intelligent Sensor Network, Intelligent Web Service, location-Aware Application, Management of UbiCom Systems, Mobile Services, Mobility Dimensions & Design, Open Service Architecture, Real and Cyber World Semantics, Security Management in Ubiquitous Computing, Situated Service, Smart Objects and Environments, Spatial Awareness, Technology Compositing, Temporal Awareness & Composite Context Awareness, UbiCom Environments & Smart Environments, UbiCom System Properties for Smart Devices, Ubiquitous Communication, Ubiquitous Computing, Ubiquitous Intelligence Implications and Social Fa, Ubiquitous Intelligence Modeling, Ubiquitous Interaction and Intelligent Management, Ubiquitous Networking and Intelligent Services, Ubiquitous Networks Mobile, Ubiquitous Networks PLC PAN BAN, Ubiquitous Privacy and Trust, Ubiquitous wired and wireless Networks, Ubiquitous/Pervasive Platform and Middleware"
2012-1353-cfp-international,International Journal of Business Research and Management (IJBRM),False,"theoretical research, conceptual work, applied research, applications on topics related to research, practice, and teaching in all subject areas of Business, Management, Business research, Marketing, MIS-CIS, HRM, Business studies, Operations Management, Business Accounting, Economics, E-Business/E-Commerce"
2012-1352-cfp-international,International Journal of Ergonomics (IJEG),False,"Anthropometric Studies, Applied Ergonomics, Cognitive Ergonomics, Community Ergonomics, Cooperative Work, Crew Resource Management, Ergonomics, Ergonomics and Society, Ergonomics in the Workplace, Human Factors, Human Factors and Ergonomics in Manufacturing, International Journal of Industrial Ergonomics, Macroergonomics, Mobile Ergonomics, New Work Programs, Occupational Safety and Ergonomics, Organizational Ergonomics, Physiological Studies, Repetitive Movements, Safety and Health, Seating Ergonomics, Telework, Theoretical Issues in Ergonomics Science, Travail Humain, Virtual Organizations, Workplace Layout"
2012-1351-cfp-innovative,Innovative Studies: International Journal (ISIJ),False,"Case Studies, Change Management, Creativity, Diffusion of Innovation, Entrepreneurship/New Technology Start-Up, Environmental Issues in Technology Management, Innovation, Innovation in SME, Innovative Studies in Computer Science and Engineering Fields, Knowledge Assets and Management, Management of Emerging/Disruptive Technologies, New Product/Process Development, New Venture Management, Project and Program Management, R&D Management, Technology Alliances and Collaboration, Technology Assessment and Evaluation, Technology Strategy and Planning"
2012-1350-cfp-international,International Journal of Software Engineering (IJSE),False,"Ambiguity in Software Development, Application of Object-Oriented Technology to Engin, Architecting an OO System for Size Clarity Reuse E, Composition and Extension, Computer-Based Engineering Techniques, Data Modeling Techniques, History of Software Engineering, IDEF, Impact of CASE on Software Development Life Cycle, Intellectual Property, Iterative Model, Knowledge Engineering Methods and Practices, Licensing, Modeling Languages, Object-Oriented Systems, Project Management, Quality Management, Rational Unified Processing, SDLC, Software Components, Software Deployment, Software Design and applications in Various Domain, Software Engineering Demographics, Software Engineering Economics, Software Engineering Methods and Practices, Software Engineering Professionalism, Software Ergonomics, Software Maintenance and Evaluation, Structured Analysis, Structuring (Large) OO Systems, Systems Engineering, Test Driven Development, UML"
2012-1312-update-this,This Rough Magic,False,"Authorship, Genre Issues, Narrative Structure, Poetry, Drama, Epic, Nation/Empire/Class, Economics, History, Religion, Superstition, Philosophy and Rhetoric, Race/Ethnicity, Multi-Culturalism, Gender, Sexuality, Art"
2012-1313-what-is,GEOPOLITICA,False,"history of Geopolitics, definition of Geopolitics, actuality of Classical Geopolitics theories and categories, influence of geography on current international politics, role of Geopolitics in contemporary society, how and where Geopolitics should be taught, Geopolitics as an aid to statecraft, Geopolitics as an approach useful for historical studies"
2012-1304-cfprevista-comunicacion,"Revista COMUNICACIÓN, CULTURA Y POLÍTICA",False,"Comunicación, Cultura, Política, Lingüística aplicada, Comunicación organizacional, Tecnologías para la comunicación, Educación y tecnología, Semiótica, Semiología, Comunicación y calidad de vida, Pedagogía de las lenguas, Traducción, Patrimonio, Políticas y gerencia cultural, Gestión cultural, Social y del patrimonio, Industrias culturales, Turismo cultural, Políticas públicas, Desarrollo, Democracia, Derechos humanos, Estado Social de Derecho, Cultura política, Marketing político, Medios de comunicación y política, Relaciones internacionales, Ética, Globalización, Pensamiento político empresarial, Responsabilidad social"
2012-1298-apocalyptic-visions,Journal of South Texas English Studies,True,"Apocalyptic visions, end times, literature, rhetoric, pedagogy, English Studies, American literature, literary theory, creative writing, book reviews"
2012-1288-african-american,Western Journal of Black Studies,True,"Critical Race Theory, African American Folklore, creative expressions, material culture, institutional practices, representation, identity construction, politics of folklore"
2012-1287-black-feminist,Black Feminist Literature,True,"black feminist literature, black women's lives, black women's writing, poetry, fiction, creative non-fiction, essays, drama, reflections"
2012-1277-reconstruction-121,Reconstruction: Studies in Contemporary Culture,True,"stardom, celebrity, film, cultural studies, interdisciplinary studies, celebrity culture"
2012-1270-special-graduate,"paj: The Journal of the Initiative for Digital Humanities, Media, and Culture",True,"Digital Humanities theory, Digital Humanities practice, Critical Code Theory, Crowd Sourcing Principles, Crowd Sourcing Practice, Cultural Criticism in DH, Digital Pedagogy, Digital Rhetorics, OCR Principles, OCR Practice, Project Development, Project Ideology"
